,epoch,train_loss,valid_loss,accuracy
0,0,0.9447715264427793,2.140402669491975,0.6073309564020767
1,1,0.7334206507101164,1.3231659091037253,0.6866479014199036
2,2,0.7131364894928512,1.484583890956381,0.647842622130481
3,3,0.7052186861798003,1.2808468834213589,0.6948045286795521
4,4,0.6087462554511788,1.3374928598818572,0.6652805404391067
